,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
1623,Badla Hindustani Ka,2018.0,131.0,Drama,6.0,55.0,Laxman Yaara,Ali Khan,Mushtaq Khan,Monalisa
1624,Badla Junglee Ka,1991.0,131.0,Action,6.0,55.0,K. Raghavendra Rao,Chiranjeevi,Rajesh Khanna,Radha
1625,Badla Nagin Ka,1987.0,131.0,Fantasy,6.0,55.0,M. Shankar,Jivita,Padmini,Rajiv
1626,Badla: The Revenge,2005.0,131.0,Action,6.0,55.0,Rana Jaiswal,Ramesh Goyal,Ali Khan,
1627,Badlapur,2015.0,134.0,"Action, Crime, Drama",7.4,22324.0,Sriram Raghavan,Varun Dhawan,Nawazuddin Siddiqui,Yami Gautam
1628,Badlapur Boys,2014.0,123.0,Drama,4.7,123.0,Shailesh Verma,Annu Kapoor,Anupam Maanav,Saranya Mohan
1629,Badle Ki Aag,1982.0,158.0,"Action, Drama",4.8,59.0,Rajkumar Kohli,Sunil Dutt,Dharmendra,Jeetendra
1630,Badle Ki Aag,1973.0,131.0,Action,6.0,55.0,Lata Arora,Satish Arora,Nana Palsikar,
1631,Badle Ki Jwala,1986.0,131.0,Action,6.0,55.0,Mahesh Anand,Bob Christo,Madhavi,Silk Smitha
1632,Badle Ki Raat,1991.0,131.0,Thriller,6.0,55.0,A B Arjun,Nalini,Prameela,Ratheesh
1633,Badmaa$h Company,2010.0,142.0,"Comedy, Crime, Drama",6.0,6466.0,Parmeet Sethi,Shahid Kapoor,Anushka Sharma,Meiyang Chang
1634,Badmaash,1998.0,119.0,Action,2.5,25.0,Goutam Pawar,Jackie Shroff,Shilpa Shirodkar,Paresh Rawal
1635,Badmaash Bubbly,2019.0,67.0,Thriller,6.0,55.0,Raj,Priya Tiwari,,
1636,Badmaash No.1,2002.0,131.0,Action,4.4,9.0,V. Menon,Mahesh Anand,Aruna Irani,Kiran Kumar
1637,Badman,2016.0,83.0,"Comedy, Drama",4.3,30.0,Soumik Sen,Gulshan Grover,Rishi Kapoor,Farah Khan
1638,Badmash,1969.0,131.0,Action,6.0,55.0,Ajit,Nisar Ahmad Ansari,Master Bhagwan,Chandrashekhar
1639,Badmashiyaan,2015.0,128.0,"Comedy, Romance",4.6,133.0,Amit Khanna,Sidhant Gupta,Suzanna Mukherjee,Gunjan Malhotra
1640,Badmashon Ka Badmaash,1979.0,131.0,Action,6.0,55.0,Satish Bhakri,Rajni Bala,Mumtaz Begum,Bhavana Bhatt
1641,Badmashon Ka Raja,1997.0,131.0,Action,6.0,55.0,Velu Prabakar,Roja,Disco Shanti,Silk Smitha
1642,Badnaam,1975.0,131.0,"Action, Crime, Drama",6.0,55.0,Dilip Bose,Baldev Khosa,Reeta Anchan,Nazima
1643,Badnaam,2020.0,131.0,Romance,6.9,7.0,Krishna Bhatt,Mohit Sehgal,Priyal Gor,Barkha Bisht
1644,Badnaam,1990.0,131.0,Drama,6.0,55.0,Anand Girdhar,Shiv Kumar,Sadashiv Amrapurkar,Kumar Bhatia
1645,Badnaam Gali,2019.0,95.0,Comedy,7.1,805.0,Ashwin Shetty,Patralekhaa Paul,Divyendu Sharma,Dolly Ahluwalia
1646,Badnaam Raaten,2000.0,131.0,Thriller,6.0,55.0,,,,
1647,Badnaam Rishte,1991.0,131.0,"Action, Drama, Thriller",5.5,6.0,Keyan,Pratap Chandra,Varalakshmi G.,Uma Maheshwari
1648,Badnam,1952.0,131.0,Drama,6.0,55.0,D.D. Kashyap,Helen,Murad,Balraj Sahni
1649,Badnam Basti,1971.0,100.0,Drama,6.6,10.0,Prem Kapoor,Nitin Sethi,Nandita Thakur,Nandlal Sharma
1650,Badnam Farishte,1971.0,131.0,"Crime, Drama",5.9,19.0,Qamar Narvi,Rajesh Khanna,Sharmila Tagore,Sona Mastan Mirza
1651,Badnam Gali,1990.0,131.0,Thriller,6.0,55.0,Harish,Raghavi,Sugandhi,
1652,Badnami,1946.0,131.0,,6.0,55.0,Majnu,Geeta Bali,Pran,Balraj Sahni
1653,Badrinath Dhaam,1980.0,131.0,,6.0,55.0,Ashish Kumar,Bharat Bhushan,Bela Bose,Manher Desai
1654,Badrinath Ki Dulhania,2017.0,139.0,"Comedy, Drama, Romance",6.1,10865.0,Shashank Khaitan,Varun Dhawan,Alia Bhatt,Sahil Vaid
1655,Badrinath Yatra,1967.0,140.0,"Crime, Drama",6.0,55.0,Dhirubhai Desai,Nirupa Roy,Abhi Bhattacharya,Indira
1656,Badshah,1954.0,131.0,"Action, Drama, Adventure",6.4,16.0,Amiya Chakrabarty,Pradeep Kumar,Mala Sinha,Usha Kiran
1657,Badshah,1964.0,131.0,"Action, Adventure, Fantasy",6.0,55.0,Chandrakant,Dara Singh,Nishi,Tiwari
1658,Badtameez Dil,2005.0,131.0,Romance,6.0,55.0,Vishal Hegde,Vijay Raghavendra,Rakshitha,
1659,Baga Beach,2013.0,103.0,Drama,5.9,14.0,Laxmikant Shetgaonkar,Paoli Dam,Jean Denis Römer,Cedric Cirotteau
1660,Bag-E-Misar,1934.0,131.0,,6.0,55.0,J.B.H. Wadia,Sayani Atish,Feroze Dastur,Jamuna
1661,Bagh Bahadur,1989.0,91.0,Drama,7.7,72.0,Buddhadev Dasgupta,Pawan Malhotra,M.V. Vasudeva Rao,Archana
1662,Bagh Dad,1961.0,131.0,Drama,6.0,55.0,T.R. Sundaram,M.G. Ramchandra,Vijantimala,
1663,Baghavat,1982.0,144.0,"Action, Romance",6.4,66.0,Ramanand Sagar,Dharmendra,Hema Malini,Reena Roy
1664,Baghavat,1971.0,131.0,,6.0,55.0,B. Vittalacharya,Hemalatha,N.T. Rama Rao,Tyagraj
1665,Baghawat,1968.0,131.0,Action,6.0,55.0,,,,
1666,Baghban,1938.0,159.0,Drama,7.2,8.0,Abdul Rashid Kardar,Bimla Kumari,B. Nandrekar,Sitara Devi
1667,Baghban,2003.0,181.0,"Drama, Romance",7.4,15518.0,Ravi Chopra,Amitabh Bachchan,Hema Malini,Salman Khan
1668,Baghdad,1952.0,131.0,"Adventure, Fantasy",6.5,11.0,Nanabhai Bhatt,Master Bhagwan,Bharati Devi,Anwar Hussain
1669,Baghdad,1960.0,131.0,,6.0,55.0,Helen,M.G. Ramachandran,Vyjayanthimala,
1670,Baghdad Ka Chor,1934.0,131.0,,6.0,55.0,D.N. Madhok,Ali,Ibrahim,Sardar Mansur
1671,Baghdad Ka Chor,1946.0,131.0,"Action, Adventure, Fantasy",6.0,55.0,Nanubhai Vakil,Sadiq Ansari,,
1672,Baghdad Ka Chor,1955.0,131.0,"Adventure, Drama",6.0,55.0,Sreeram,Chitra,Daljeet,Krishna Kumari
1673,Baghdad Ka Jadu,1956.0,131.0,"Action, Adventure, Fantasy",4.7,9.0,John Cawas,Fearless Nadia,John Cawas,Krishna Kumari
1674,Baghdad Ki Raatein,1967.0,131.0,"Adventure, Fantasy, History",6.0,55.0,Nanabhai Bhatt,Mumtaz,Ajit,Master Bhagwan
1675,Baghdad Ki Raaten,1962.0,131.0,"Adventure, Fantasy",6.0,55.0,Nanabhai Bhatt,Ajit,Master Bhagwan,Shyam Kumar
1676,Baghi,1939.0,131.0,,6.0,55.0,Dhirubhai Desai,,,
1677,Baghi,1953.0,131.0,"Action, Drama",6.0,55.0,Anant Thakur,Ranjan,Naseem Banu,Pran
1678,Baghi,1964.0,131.0,"Action, Adventure, Fantasy",6.0,55.0,Ram Dayal,Mumtaz,Vijaya Choudhury,Helen
1679,Baghi Haseena,1965.0,131.0,Action,6.0,55.0,Chitra,Helen,Paidi Jairaj,Sheikh Mukhtar
1680,Baghi Sardar,1956.0,131.0,Action,6.0,55.0,Chitra,Daljeet,Helen,
1681,Baghi Shehzada,1963.0,131.0,"Fantasy, Musical",6.0,55.0,Kishore Kumar,Kumkum,Anwar Hussain,Indira
1682,Baghi Sipahi,1958.0,131.0,"Action, Drama, History",6.0,55.0,Bhagwan Das Varma,Madhubala,Chandrashekhar,Gope
1683,Baghi Sipahi,1936.0,131.0,,6.0,55.0,Abdul Rashid Kardar,Mohammad Isaq,Lalita Pawar,
1684,Bagpat Ka Dulha,2019.0,137.0,Drama,5.5,6.0,Karan Kashyap,Raza Murad,Puneet Vashisht,Lalit Parimoo
1685,Bagula Bhagat,1979.0,131.0,"Action, Thriller",6.5,11.0,Harmesh Malhotra,Ashok Kumar,Shatrughan Sinha,Shabana Azmi
1686,Bahaana,1960.0,131.0,Drama,6.0,55.0,M. Kumar,Mehmood,Meena Kumari,Krishna Kumari
1687,Bahaar Aane Tak,1990.0,145.0,Family,4.7,63.0,Tariq Shah,Roopa Ganguly,Ram Mohan,Navin Nischol
1688,Bahadur,1944.0,131.0,,6.0,55.0,Master Bhagwan,Master Bhagwan,Baburao Pahelwan,Shanta Patel
1689,Bahadur,1953.0,131.0,,6.0,55.0,Ratilal Hemchand Punatar,Amarnath,Anwar Hussain,Roopmala
1690,Bahadur Bachhe,1977.0,131.0,Drama,6.0,55.0,S.V. Rajendra Singh Babu,Baby Indira,Prakash,Master Prakash
1691,Bahadur Beti,1935.0,131.0,,6.0,55.0,Abdul Rehman Kabuli,Laxmi,Shakuntala Paranjpye,
1692,Bahadur Daku,1966.0,131.0,,6.0,55.0,Jugal Kishore,A.N. Ansari,Indira,Maruti
1693,Bahadur Jeevan,1948.0,131.0,,6.0,55.0,Harish,Ajit,Eddie Billimoria,Latika
1694,Bahadur Jiska Naam,1978.0,131.0,Drama,6.0,55.0,K.A. Narayan,I.S. Johar,Satish Kaul,Ashok Kumar
1695,Bahadur Kisan,1938.0,131.0,,6.0,55.0,Master Bhagwan,Chandrarao,Chandrarao,Hansa Wadkar
1696,Bahadur Lutera,1960.0,131.0,Action,6.0,55.0,Kamal Mehra,Ram Mohan,Jagdish Raj,
1697,Bahadur Pratap,1947.0,131.0,,6.0,55.0,Master Bhagwan,,,
1698,Bahadur Ramesh,1939.0,131.0,,6.0,55.0,K. Amarnath,Jeevan,Rajkumari,
1699,Bahake Kadam,1971.0,131.0,Thriller,6.0,55.0,Dharmesh Dutt,Agha,Aparajita,Dharmesh Dutt
1700,Bahana,1942.0,131.0,,6.0,55.0,A.M. Khan,Alaknanda,,
1701,Bahar,1951.0,170.0,Drama,5.7,18.0,M.V. Raman,Karan Dewan,Vyjayanthimala,Pran
1702,Bahar,1988.0,131.0,Romance,6.0,55.0,Suraj Prakash,Shail Chaturvedi,Deep Dhillon,Baby Guddu
1703,Bahare Sulemani,1935.0,131.0,,6.0,55.0,Jagatrai Pesumal Advani,Nissar,Zebunissa,
1704,Baharen Phir Bhi Aayengi,1966.0,139.0,"Drama, Romance",7.1,93.0,Shaheed Latif,Mala Sinha,Dharmendra,Tanuja
1705,Baharon Ke Manzil,1991.0,131.0,Romance,6.0,55.0,Mona Ambegaonkar,Rakesh Bedi,Roopesh Kothari,Reema Lagoo
1706,Baharon Ke Sapne,1967.0,171.0,"Drama, Romance",7.6,77.0,Nasir Hussain,Rajesh Khanna,Asha Parekh,Anwar Hussain
1707,Baharon Ki Manzil,1968.0,160.0,Mystery,7.1,54.0,Yakub Hasan Rizvi,Meena Kumari,Dharmendra,Rehman
1708,Baharon Phool Barsao,1972.0,131.0,Romance,6.0,55.0,Umesh Mathur,Indira Bansal,Dheeraj Kumar,Sulochana Latkar
1709,Bahattar Hoorain,2019.0,120.0,Comedy,8.8,23.0,Sanjay Puran Singh Chauhan,Narottam Bain,Aamir Bashir,Pawan Malhotra
1710,Bahen,1941.0,156.0,Drama,6.0,10.0,Mehboob Khan,Sheikh Mukhtar,Nalini Jaywant,Harish
1711,Bahen Ka Prem,1935.0,131.0,,6.0,55.0,J.K. Nanda,Sadiq Ansari,Rafiq Ghaznavi,Sultana
1712,Bahke Kadam,1999.0,131.0,Drama,6.0,55.0,K. Shivram,Robin Ghai,Shakti Kapoor,Pramod Moutho
1713,Bahu,1955.0,131.0,"Drama, Family",6.9,10.0,Shakti Samanta,Chaman Lal Pahwa,Karan Dewan,Usha Kiran
1714,Bahu Begum,1967.0,167.0,"Comedy, Drama, Romance",6.5,69.0,M. Sadiq,Ashok Kumar,Pradeep Kumar,Meena Kumari
1715,Bahu Beta Aur Maa,1992.0,131.0,Drama,6.0,55.0,Asha Chandra,Farida Jalal,Satish Kaul,Rama Vij
1716,Bahu Beti,1965.0,132.0,"Drama, Family",6.5,17.0,T. Prakash Rao,Ashok Kumar,Mala Sinha,Joy Mukherjee
1717,Bahu Beti,1953.0,131.0,,6.0,55.0,C.L. Dheer,Amarnath,Geeta Bali,Jaswant
1718,Bahu Ho To Aisi,1982.0,131.0,Drama,6.0,55.0,Kantilal Dave,Rajeev Anand,Dulari,Dinesh Hingoo
1719,Bahu Ki Awaaz,1985.0,147.0,Drama,6.3,16.0,Shashilal K. Nair,Vikas Anand,Bharat Bhushan,B.L. Chopra
1720,Bahurani,1964.0,133.0,Drama,6.8,42.0,T. Prakash Rao,Guru Dutt,Feroz Khan,Nasir Hussain
1721,Bahurani,1989.0,131.0,"Comedy, Drama, Family",6.3,81.0,Manik Chatterjee,Rekha,Rakesh Bedi,Urmila Bhatt
1722,Bahurani,1950.0,131.0,"Drama, Family",6.0,55.0,S.M. Yusuf,David Abraham,Amar,Sulochana Chatterjee
1723,Bahurani,1940.0,131.0,"Drama, Family",6.0,55.0,R.S. Junnarkar,Mubarak,Nana Palsikar,Sushila
1724,Bahut Din Huwe...,1954.0,168.0,"Adventure, Drama, Fantasy",6.7,24.0,S.S. Vasan,Madhubala,Ratan Kumar,Agha
1725,Bahut Hua Sammaan,2020.0,125.0,"Comedy, Crime, Drama",7.3,3036.0,Ashish R. Shukla,Sanjay Mishra,Ram Kapoor,Raghav Juyal
1726,Baiju,1990.0,131.0,Drama,6.0,55.0,,,,
1727,Baiju Bawra,1952.0,165.0,"Drama, Musical, Romance",7.4,343.0,Vijay Bhatt,Meena Kumari,Bharat Bhushan,Surendra
1728,Baiju Bawra,2021.0,131.0,Drama,6.0,55.0,Sanjay Leela Bhansali,Deepika Padukone,Ranbir Kapoor,Alia Bhatt
1729,Baikunth,2021.0,72.0,Family,9.3,29.0,Vishwa Bhanu,Vishwa Bhanu,Sangam Shukla,Vijay Thakur
1730,Bairaag,1976.0,131.0,"Drama, Thriller",6.5,104.0,Asit Sen,Dilip Kumar,Saira Banu,Leena Chandavarkar
1731,Bairy Suratiya,2020.0,131.0,"Drama, Horror, Thriller",6.0,55.0,Sunil Kumar Suman,Kuldeep Kumar,Khushboo Sawan,Krishna Bhatt
1732,Baiyko,2017.0,74.0,Thriller,6.0,55.0,Rohit Shukre,Melvin Philip,,
1733,Bajatey Raho,2013.0,110.0,"Comedy, Drama, Thriller",5.3,729.0,Shashant Shah,Tusshar Kapoor,Vinay Pathak,Ranvir Shorey
1734,Baje Ghungroo,1962.0,131.0,Drama,6.0,55.0,S. Srivastava,Chanda,Nalini Chonkar,Manher Desai
1735,Bajirao Mastani,2015.0,158.0,"Action, Drama, History",7.2,32073.0,Sanjay Leela Bhansali,Ranveer Singh,Deepika Padukone,Priyanka Chopra Jonas
1736,Bajra Vs Burger,2018.0,124.0,Comedy,6.0,55.0,Raj Singh Verma,Sandeep Aurora,Michelle D'Alessandro Hatt,Satyananad Gaitonde
1737,Bajrang Aur Ali,,131.0,Drama,6.0,55.0,Jaiveer,Sachin Parikh,Gauri Shankar,Riddhi Gupta
1738,Bajrang Bali,1956.0,131.0,Fantasy,6.6,7.0,Manibhai Vyas,Mahipal,Chandrashekhar,Tiwari
1739,Bajrangbali,1976.0,176.0,Fantasy,7.7,85.0,Chandrakant,Dara Singh,Biswajit Chatterjee,Moushumi Chatterjee
1740,Bajrangi Bhaijaan,2015.0,163.0,"Action, Adventure, Comedy",8.0,78448.0,Kabir Khan,Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui
1741,Bakhe Kadam,1980.0,131.0,,6.0,55.0,Joginder Shelly,Sunder,,
1742,Bakhshish,1950.0,131.0,,6.0,55.0,Master Bhagwan,,,
1743,Bakra,2003.0,131.0,Comedy,6.0,55.0,,,,
1744,Bal Bramhachari,1996.0,163.0,"Action, Drama",2.7,113.0,Prakash Mehra,Bindu Shukla,Puru Rajkumar,Karisma Kapoor
1745,Bal Ganesh 2,2009.0,74.0,Animation,6.5,46.0,Pankaj Sharma,,,
1746,Bal Ganesh 3,2015.0,68.0,Animation,4.2,13.0,Vijay S. Bhanushali,Vidit Kumar,Parminder Ghumman,Sanjeev Tiwari
1747,Bal Ganesh and the PomZom Planet,2017.0,81.0,Animation,2.3,9.0,Vijay S. Bhanushali,Vidit Kumar,Parminder Ghumman,Sanjeev Tiwari
1748,Bal Ramayan,1956.0,132.0,,6.1,7.0,Vijay Bhatt,Prem Adib,Shahu Modak,Shobhna Samarth
1749,Bal Sansar,1974.0,131.0,Documentary,6.0,55.0,Shyam Benegal,,,
1750,Bal Shivaji,1982.0,131.0,Drama,5.9,8.0,Prabhakar Pendhkar,Madhu Apte,Anand Joshi,Janhavi Khandekar
1751,Bala,2019.0,133.0,Comedy,7.3,12370.0,Amar Kaushik,Ayushmann Khurrana,Bhumi Pednekar,Yami Gautam
1752,Bala Joban,1934.0,131.0,,6.0,55.0,Baburao Patel,Gulab,Shirin Banu,Madhukar Gupta
1753,Bala Ki Raat,1936.0,131.0,,6.0,55.0,Modhu Bose,Khatun,,
1754,Balaji Mahima,2005.0,131.0,Drama,6.0,55.0,Anil Baindur,Pramila Jysai,Anant Nag,Pandharibai
1755,Balak,1969.0,131.0,Drama,6.0,55.0,B.K. Adarsh,Jaymala Adarsh,Manmohan Krishna,Leela Mishra
1756,Balak Ambedkar,1991.0,112.0,Drama,6.0,55.0,Basavaraj Kestur,Master Amit,Theertha Prasad,Jaganatha Rao
1757,Balak Aur Janwar,1975.0,131.0,Adventure,5.4,7.0,Nanabhai Bhatt,Baldev Khosa,Usha Solanki,Randhawa
1758,Balak Dhruv,1974.0,116.0,"Drama, Fantasy",6.0,55.0,Himmat Dave,Master Bhagwan,Abhi Bhattacharya,Jayshree Gadkar
1759,Balakka,2012.0,93.0,"Comedy, Drama, Romance",6.0,55.0,Shrivas Nydu,Bobby Vatsa,Khusboo Gupta,Nideep Trivedi
1760,Balakot: the true story,2020.0,131.0,Action,6.0,55.0,Omung Kumar,Vivek Oberoi,,
1761,Balam,1949.0,131.0,,6.0,55.0,Homi Wadia,Agha,Jayant,Masood
1762,Balgobin Bhagat,1996.0,131.0,Action,6.0,55.0,Braj Bhushan,Brij Bhushan,Nivedita Joshi,Sanjay Kumar
1763,Bali Umar,2000.0,131.0,Thriller,6.0,55.0,Bhaskar,Sajni Hanspal,Heera,Reshma
1764,Balidaan,1985.0,137.0,"Action, Thriller",5.6,54.0,S.A. Chandrashekhar,Bindu,Anuradha,Vijay Arora
1765,Balidaan,1935.0,131.0,,6.0,55.0,Prafulla Roy,Ahindra Choudhury,D. Sarkari,Indubala
1766,Balidaan,1971.0,137.0,Drama,6.8,16.0,Ravi Tandon,Manoj Kumar,Saira Banu,Dev Kumar
1767,Balidan,1962.0,131.0,Drama,6.0,55.0,,,,
1768,Balidan,1992.0,131.0,Drama,6.0,55.0,,,,
1769,Balidan,1992.0,131.0,Drama,6.0,55.0,,,,
1770,Balika Badhu,1976.0,111.0,"Comedy, Drama, Romance",6.9,229.0,Tarun Majumdar,Sachin Pilgaonkar,Rajni Sharma,Asrani
1771,Ballad of Rustom,2012.0,117.0,Drama,8.1,24.0,Ajita Suchitra Veera,Ashwath Bhatt,Samiksha Bhatt,Tejaswi Bm
1772,Ballavpur Ki Roopkatha,2017.0,120.0,Comedy,7.5,17.0,Akhilesh Jaiswal,Anil Charanjeett,Abha Parmar,Ankita Shrivastav
1773,Balls,2016.0,110.0,Documentary,6.0,55.0,Anirudh Chawla,Anirudh Chawla,,
1774,Balmaa,1993.0,131.0,Romance,5.7,21.0,Lawrence D'Souza,Avinash Wadhawan,Ayesha Jhulka,Saeed Jaffrey
1775,Balram Shri Krishna,1968.0,176.0,Fantasy,5.6,8.0,Chandrakant,Dara Singh,Savitri,Jayshree Gadkar
1776,Balwaan,1992.0,142.0,"Action, Adventure",4.3,179.0,Deepak Anand,Sunil Shetty,Divya Bharti,Danny Denzongpa
1777,Balwinder Singh Famous Ho Gaya,2014.0,136.0,Comedy,3.6,50.0,Sunil Agnihotri,Asrani,Gabriela Bertante,Mikhill Chandiramani
1778,Balyogi Upmanyu,1958.0,131.0,,6.0,55.0,Harsukh Jagneshwar Bhatt,Sulochana Chatterjee,Jeevan,Vinod Mehra
1779,Bambai Ka Babu,1996.0,131.0,"Action, Thriller",4.9,193.0,Vikram Bhatt,Saif Ali Khan,Atul Agnihotri,Kajol
1780,Bambai Ka Maharaja,1980.0,131.0,"Action, Crime, Drama",4.0,7.0,Shibu Mitra,Amjad Khan,Kulbhushan Kharbanda,Vidya Sinha
1781,Bambai Ki Billi,1936.0,170.0,"Crime, Drama",6.0,55.0,Nandlal Jaswantlal,Ruby Mayer,Dinshaw Bilimoria,Jillo
1782,Bambai Ki Billi,1960.0,131.0,Thriller,6.0,55.0,Ajit,Kumkum,Mukri,Sudhir
1783,Bambai Ki Mohini,1934.0,131.0,,6.0,55.0,Balwant Bhatt,Lallo Bhai,Panna Rani,
1784,Bambai Ki Sair,1941.0,131.0,Comedy,6.0,55.0,Sarvottam Badami,Shobhna Samarth,Sabita Devi,Eddie Billimoria
1785,Bambai Ki Sethani,1935.0,131.0,Action,6.0,55.0,Rasik Bhatt,Panna Rani,Rajkumari,Jayant
1786,Bambai Raat Ki Bahon Mein,1968.0,136.0,"Crime, Drama, Romance",6.0,13.0,Khwaja Ahmad Abbas,Surekha,Madhavi,David Abraham
1787,Bambaiwali,1941.0,131.0,,6.0,55.0,Homi Wadia,John Cawas,Fearless Nadia,Sardar Mansur
1788,Bamfaad,2020.0,102.0,Romance,7.2,1533.0,Ranjan Chandel,Aditya Rawal,Shalini Pandey,Vijay Varma
1789,Ban Ki Chidiya,1938.0,131.0,Action,6.0,55.0,Jayant Desai,Madhuri,Eddie Billimoria,Ishwarlal
1790,Ban Phool,1945.0,131.0,,6.0,55.0,Niren Lahiri,Kanan Devi,Krishnakant,Devi Mukherjee
1791,Banaras,2006.0,122.0,"Musical, Drama",6.1,315.0,Pankaj Parashar,Urmila Matondkar,Ashmit Patel,Dimple Kapadia
1792,Banaras,2009.0,128.0,Drama,3.2,24.0,Nemom Pushparaj,Harisree Asokan,Anoop Chandran,Devan
1793,Banaras Vanilla,,90.0,Drama,6.0,55.0,Sumit Mishra,Subrat Dutta,Lada Lucky,Lada Lucky
1794,Banarasi Babu,1997.0,126.0,Comedy,4.2,231.0,David Dhawan,Govinda,Ramya Krishnan,Kader Khan
1795,Banarasi Babu,1973.0,141.0,"Drama, Thriller",6.7,73.0,Shankar Mukherjee,Dev Anand,Rakhee Gulzar,Yogeeta Bali
1796,Banarasi Thug,1962.0,145.0,Drama,6.1,21.0,Lekhraj Bhakri,Manoj Kumar,Vijaya Choudhury,I.S. Johar
1797,Band Baaja Baaraat,2010.0,139.0,"Comedy, Drama, Romance",7.2,15583.0,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Ranjit Batra
1798,Band Master,1963.0,131.0,Drama,6.0,55.0,Ravindra Dave,Azra,Rajan Haksar,Jagdeep
1799,Banda Nawaz,1988.0,131.0,Drama,6.0,55.0,Satish Kaul,Ritu Khanna,Rakesh Pandey,J.V. Samarajulu
1800,Banda Nawaz,,125.0,"Crime, Thriller",6.0,55.0,Arjun Raaj,Tushar Acharya,Amjad Qureshi,Gauri Shankar
1801,Banda Yeh Bindaas Hai,2021.0,131.0,Comedy,6.0,55.0,Tabu,Govinda,Lara Dutta,Boman Irani
1802,Bandagi,1972.0,131.0,Musical,6.0,55.0,K. Shankar,Gemini Balu,Indira Bansal,Birbal
1803,Bandar Mera Sathi,1966.0,131.0,,6.0,55.0,Gajanan Jagirdar,,,
1804,Bandh Darwaza,1990.0,145.0,"Action, Drama, Horror",5.1,298.0,Shyam Ramsay,Tulsi Ramsay,Hashmat Khan,Manjeet Kular
1805,Bandh Honth,1984.0,131.0,Drama,6.0,55.0,Raj Marbros,Utpal Dutt,Shashi Kapoor,Anita Advani
1806,Bandh Jharoke,1997.0,131.0,Drama,6.0,55.0,Prema Karanth,Rati Agnihotri,Tushar Dalvi,Gulshan Grover
1807,Bandh Kamre Hain,2000.0,131.0,Thriller,6.0,55.0,Somesh Agarwal,Adi Irani,Gufi Paintal,Jyoti Rana
1808,Bandhan,1956.0,131.0,Drama,6.0,6.0,Hemchandra Chunder,Meena Kumari,Pradeep Kumar,Motilal
1809,Bandhan,1940.0,154.0,"Drama, Family",6.0,55.0,N.R. Acharya,Leela Chitnis,Ashok Kumar,V.H. Desai
1810,Bandhan,1998.0,154.0,"Action, Drama, Romance",4.8,1852.0,K. Muralimohana Rao,Rajesh Malik,Jackie Shroff,Salman Khan
1811,Bandhan,1969.0,159.0,"Drama, Family, Musical",7.2,85.0,Narendra Bedi,Rajesh Khanna,Mumtaz,Anju Mahendru
1812,Bandhan Anjana,1985.0,131.0,"Drama, Romance",6.1,13.0,Prabhat Roy,Chandrashekhar,Utpal Dutt,Mazhar Khan
1813,Bandhan Baahon Ka,1988.0,131.0,"Drama, Romance",6.0,55.0,Govind Moonis,Brahmachari,Rita Katyal,Raj Kiran
1814,Bandhan Kuchchey Dhaagon Ka,1983.0,124.0,"Drama, Family",7.1,36.0,Anil Sharma,Shashi Kapoor,Zeenat Aman,Rakhee Gulzar
1815,Bandhan Pheron Ke,1985.0,131.0,Drama,6.0,55.0,Jyoti Chandekar,Veena Kapoor,Adil Rana,Sanjeeva
1816,Bandhani,1987.0,131.0,,6.0,55.0,Ketan Mehta,,,
1817,Bandhe Haath,1973.0,139.0,"Action, Thriller",5.8,100.0,O.P. Goyle,Mumtaz,Amitabh Bachchan,Ajit
1818,Bandhu,1992.0,126.0,Family,7.9,7.0,Ugyen Chhopel,Abhishek,Danny Denzongpa,Gitanjali
1819,Bandhuaeen,,131.0,Thriller,6.0,55.0,Sumit Sinha,,,
1820,Bandi,1957.0,135.0,"Drama, Family",6.2,27.0,Satyen Bose,Ashok Kumar,Shyama,Kishore Kumar
1821,Bandie,1978.0,131.0,"Action, Drama, Romance",4.5,26.0,Alo Sarkar,Uttam Kumar,Sulakshana Pandit,Utpal Dutt
1822,Bandini,1963.0,157.0,"Drama, Musical, Romance",7.7,756.0,Bimal Roy,Ashok Kumar,Nutan,Dharmendra
1823,Bandish,1996.0,131.0,"Romance, Thriller",4.3,66.0,Prakash Jha,Jackie Shroff,Juhi Chawla,Paresh Rawal
1824,Bandish,1955.0,129.0,"Comedy, Drama, Musical",7.1,17.0,Satyen Bose,Ashok Kumar,Meena Kumari,Daisy Irani
1825,Bandish,1969.0,131.0,Action,6.0,55.0,Charandas Shokh,Sonia Sahni,Parduman,Madhumati
1826,Bandish,1980.0,152.0,"Action, Crime, Drama",6.1,47.0,K. Bapaiah,Rajesh Khanna,Hema Malini,Danny Denzongpa
1827,Bandit Queen,1994.0,119.0,"Biography, Crime, Drama",7.6,4518.0,Shekhar Kapur,Seema Biswas,Nirmal Pandey,Rajesh Vivek
1828,Bandit Queen-2,2013.0,131.0,Action,6.0,55.0,Ravi Basera,Nagesh Bhonsle,Ehsan Khan,Kanishka Soni
1829,Bandook,2013.0,132.0,"Crime, Thriller",5.9,140.0,Aditya Om,Manisha Kelkar,Arshad Khan,Ashish Kotwal
1830,Bandook Dahej Ke Seenay Par,1989.0,124.0,Action,6.0,55.0,Ramgopal Gupta,Sadashiv Amrapurkar,Sudhir Dalvi,Sonika Gill
1831,Bandookraj,2018.0,131.0,,6.0,55.0,Aditya Om,Ashish Kotwal,Aditya Om,
