,Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Box_office
2205,Bhavni Bhavai,1981.0,135.0,"Comedy, Drama",6.6,114.0,Ketan Mehta,Smita Patil,Naseeruddin Shah,Mohan Gokhale,Average
2206,Bhawani Mandi Tesan,2018.0,131.0,Comedy,6.4,5.0,Sayed Faizan Hussain,Luv Sinha,Prashant Narayanan,Jaideep Ahlawat,Average
2207,Bhayaanak,1998.0,105.0,Horror,4.3,6.0,R. Mittal,Anil Dhawan,Tina Ghai,Bharat Kapoor,Average
2208,Bhayaanak Mahal,1988.0,113.0,Horror,3.4,8.0,Baby,Babu Antony,Ravi,Jaya Rekha,Below_average
2209,Bhayaanak Panjaa,2003.0,95.0,Horror,4.9,24.0,R. Mittal,Birbal,Shail Chaturvedi,Anil Dhawan,Average
2210,Bhayam,2019.0,131.0,"Horror, Thriller",6.0,55.0,Veer Narayan,Bina Bhatt,Gaurav Chansoria,Angad Dev Dogra,Average
2211,Bhayanak Bhootani,2001.0,131.0,Horror,6.0,55.0,Baby,Kanta Rao,Unknown,Unknown,Average
2212,Bhayanak Maut,2000.0,131.0,Horror,6.5,8.0,Bhooshan,Sapna Sappu,Jai Thakur,Amit Pachori,Average
2213,Bhed Bhav,1988.0,123.0,"Drama, Romance",6.0,55.0,Navin Kumar,Sudhir Dalvi,Kader Khan,Anand Kumar,Average
2214,Bhedi Bungla,1949.0,131.0,"Comedy, Horror",6.0,55.0,Master Bhagwan,Master Bhagwan,Baburao Pahelwan,Leela Gupte,Average
2215,Bhedi Dushman,1946.0,131.0,Action,6.0,55.0,Ranjibhai Arya,Master Kishore,Mehrunissa,Dalpat,Average
2216,Bhedi Khazana,1946.0,131.0,Unknown,6.0,55.0,S. Usman,Bibi,Unknown,Unknown,Average
2217,Bhedi Lutera,1955.0,131.0,Action,6.0,55.0,Aruna,Kathana,Baburao Pahelwan,Heera Sawant,Average
2218,Bhedi Rajkumar,1934.0,131.0,Unknown,6.0,55.0,R.G. Torney,Shakuntala Paranjpye,Master Vithal,Unknown,Average
2219,Bhedi Trishul,1938.0,131.0,Unknown,6.0,55.0,A.M. Khan,Ameena,Ansari,Kamia,Average
2220,Bhedia Ka Bhoot,1980.0,131.0,Comedy,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
2221,Bhediya,2022.0,131.0,"Comedy, Horror",6.0,55.0,Amar Kaushik,Kriti Sanon,Varun Dhawan,Abhishek Banerjee,Average
2222,Bhediyon Ka Samooh: A Pack of Wolves,1991.0,131.0,"Action, Crime, Drama",6.0,55.0,M.K. Shankar,P.L. Ahuja,Praful Ambekar,Brahmachari,Average
2223,Bheegi Palkein,1982.0,142.0,Romance,6.4,18.0,Sisir Misra,Raj Babbar,Smita Patil,Dina Pathak,Average
2224,Bheegi Raat,1965.0,157.0,"Comedy, Drama, Romance",6.2,40.0,Kalidas,Ashok Kumar,Meena Kumari,Pradeep Kumar,Average
2225,Bheema Mera Haathi,1973.0,131.0,Drama,4.4,8.0,Gemini Ganesan,Cho Ramaswamy,Sridevi,Vijayalalitha,Average
2226,Bheja Fry,2007.0,95.0,"Comedy, Drama",7.6,11444.0,Sagar Ballary,Vinay Pathak,Rajat Kapoor,Sarika,Hit
2227,Bheja Fry 2,2011.0,129.0,"Comedy, Drama",4.7,1302.0,Sagar Ballary,Vinay Pathak,Kay Kay Menon,Minissha Lamba,Average
2228,Bheja Fry 3,2017.0,131.0,Comedy,6.8,15.0,Sagar Ballary,Vinay Pathak,Rajat Kapoor,Unknown,Average
2229,Bhemaa,1984.0,131.0,"Action, Crime, Drama",6.0,55.0,Dinesh Saxena,Shatrughan Sinha,Jaya Prada,Brahm Bhardwaj,Average
2230,Bhid Ja,2015.0,101.0,Sport,6.0,55.0,Gautam Narwat,Baljinder Darapuri,Michael Chang,Gautam Narwat,Average
2231,Bhiga Badan,2005.0,131.0,Thriller,6.0,55.0,Suresh Jain,Tanveer,Karishma,Abu Khan,Average
2232,Bhikharan,1935.0,143.0,Drama,6.2,9.0,Premankur Atorthy,Rattan Bai,Master Vinayak,I.A. Hafizji,Average
2233,Bhikhari the Billionaire,2018.0,131.0,Family,6.0,55.0,Dharam Panesar,Unknown,Unknown,Unknown,Average
2234,Bhim Garjana,1989.0,131.0,Drama,6.0,55.0,Pratima Devi,Krishnanand,Unknown,Unknown,Average
2235,Bhima cha Wagh,2015.0,145.0,Drama,6.0,55.0,Dhamma Surya,Mangiri Buldekar,Vijaya Buldekar,Anup Chail,Average
2236,Bhindi Baazaar,2011.0,157.0,"Crime, Drama, Thriller",6.1,673.0,Ankush Bhatt,Kay Kay Menon,Prashant Narayanan,Pawan Malhotra,Average
2237,Bhishma,1996.0,131.0,"Action, Thriller",4.2,32.0,Jagdish A. Sharma,Mithun Chakraborty,Harish,Anjali Jathar,Average
2238,Bhishma,1937.0,131.0,Unknown,6.0,55.0,Aga Hashr Kashmiri,Unknown,Unknown,Unknown,Average
2239,BHK Bhalla@Halla.Kom,2016.0,122.0,Comedy,5.9,74.0,Rakesh Chaturvedi Om,Ujjwal Rana,Inshika Bedi,Manoj Pahwa,Average
2240,Bhobhar - The Live Ash,2012.0,100.0,"Drama, Family, Romance",4.9,9.0,Gajendra Shanker Shrotriya,Vinod Acharya,Vasudev Bhatt,Vishal Bhatt,Average
2241,Bhog Ras,2005.0,131.0,Thriller,6.0,55.0,Chandni Gupta,Shah Gayaz Khan,Ajay Sharma,Unknown,Average
2242,Bhola Bhala,1978.0,131.0,"Action, Crime, Drama",6.3,28.0,Satpal,Rajesh Khanna,Rekha,Moushumi Chatterjee,Average
2243,Bhola in Bollywood,2004.0,131.0,Comedy,6.3,19.0,Sumbul Gazi,Ali Asgar,Raj Babbar,Suresh Chatwal,Average
2244,Bhola Shankar,1951.0,131.0,Unknown,6.0,55.0,Vishram Bedekar,Sadhona Bose,Unknown,Unknown,Average
2245,Bhola Shikar,1933.0,131.0,Unknown,6.0,55.0,Jayant Desai,Eddie Billimoria,Dixit,Ghori,Average
2246,Bhola Shikar,1958.0,131.0,Action,6.0,55.0,Aakkoo,Kamran,Naazi,Unknown,Average
2247,Bhole Bhale,1950.0,131.0,Unknown,6.0,55.0,Master Bhagwan,Master Bhagwan,Unknown,Unknown,Average
2248,Bhole Bhale,1936.0,131.0,Comedy,6.0,55.0,Zia Sarhadi,Maya Banerjee,Bibbo,Prem Adib,Average
2249,Bhole Piya,1949.0,131.0,Comedy,6.0,55.0,Jaswant Jhaveri,Master Bhagwan,Devraj,Leela Gupte,Average
2250,Bholi,1949.0,137.0,Unknown,6.0,55.0,Ram Daryani,Prem Adib,Geeta Bali,Jeevan,Average
2251,Bholi Bhali Ladki,2001.0,121.0,"Drama, Thriller",6.0,55.0,K. Shivram,Robin Ghai,Sanjeevani Gupta,Aman Sagar,Average
2252,Bholi Lutaran,1940.0,131.0,"Action, Adventure",6.0,55.0,A.M. Khan,Zohra,Unknown,Unknown,Average
2253,Bhomli,1991.0,131.0,Drama,6.0,55.0,Jagdeep,Guddi Maruti,Mac Mohan,Ramesh Tiwari,Average
2254,Bhonsle,2018.0,128.0,Drama,7.0,1257.0,Devashish Makhija,Manoj Bajpayee,Santosh Juvekar,Ipshita Chakraborty Singh,Hit
2255,Bhooka Sher,1984.0,165.0,Action,4.8,12.0,I.V. Sasi,Aachi Manorama,Rajinikanth,Seema,Average
2256,Bhooka Sher,2001.0,109.0,Action,5.0,23.0,Hemant Birje,Dharmendra,Shakti Kapoor,Sikander Khan,Average
2257,Bhookailas,1958.0,174.0,"Drama, Musical",7.1,143.0,K. Shankar,N.T. Rama Rao,Akkineni Nageshwara Rao,Jamuna,Hit
2258,Bhookamp,1993.0,131.0,"Action, Drama, Thriller",5.0,23.0,Gautam Adhikari,Firoz Ali,Harbans Darshan M. Arora,Deven Bhojani,Average
2259,Bhookh,1946.0,131.0,Unknown,6.0,55.0,Safdar Aah,Sheikh Mukhtar,Kanhaiyalal Chaturvedi,Husna,Average
2260,Bhookh,1978.0,131.0,"Action, Crime, Drama",6.6,5.0,H. Dinesh,Ramesh Puri,Shatrughan Sinha,Reena Roy,Average
2261,Bhookh: The Hunger of Body,2005.0,131.0,Drama,6.0,55.0,Kishan Shah,Imran,Harshada,Akansha,Average
2262,Bhool,1984.0,131.0,Drama,6.2,5.0,Tej Saran,Amrish Puri,Tamanna,Tariq,Average
2263,Bhool Bhulaiyaa,2007.0,159.0,"Comedy, Horror, Mystery",7.3,22777.0,Priyadarshan,Akshay Kumar,Vidya Balan,Shiney Ahuja,Hit
2264,Bhool Bhulaiyaa 2,2021.0,131.0,"Comedy, Horror",6.0,55.0,Anees Bazmee,Tabu,Kiara Advani,Kartik Aaryan,Average
2265,Bhool Bhulaiyan,1933.0,131.0,Comedy,6.0,6.0,Jayant Desai,Ghori,Dixit,Kamlabai Gokhale,Average
2266,Bhool Bhulaiyan,1949.0,131.0,Unknown,6.0,55.0,Taimur Brhramshah,Agha,Laila,Zeb Qureshi,Average
2267,Bhool Na Jaana,1965.0,131.0,Romance,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
2268,Bhoola Bhatka,1976.0,131.0,"Action, Crime, Drama",6.0,55.0,Ashwani Kumar,Kiran Kumar,Usha Solanki,Akashdeep,Average
2269,Bhoomi,2009.0,131.0,Drama,6.0,55.0,Avik Mukhopadhyay,Seema Biswas,Shahana Goswami,Ankur Khanna,Average
2270,Bhoomi,2017.0,136.0,"Action, Crime, Drama",5.3,1755.0,Omung Kumar,Sharad Kelkar,Sunny Leone,Aditi Rao Hydari,Average
2271,Bhoomige Banda Bhagavantha,1981.0,131.0,"Action, Drama, Fantasy",6.0,55.0,K.S.L. Swamy,Lokesh,Lakshmi,Jai Jagdeesh,Average
2272,Bhoot,2003.0,113.0,"Horror, Mystery, Thriller",6.5,3476.0,Ram Gopal Varma,Ajay Devgn,Urmila Matondkar,Nana Patekar,Average
2273,Bhoot and Friends,2010.0,133.0,"Animation, Action, Adventure",5.8,96.0,Karanjeet Saluja,Nishikant Dixit,Ashish Kattar,Faiz Khan,Average
2274,Bhoot Bangla,1999.0,131.0,Horror,6.0,55.0,Ganesh Babu,Rashika,Bala Singh,Unknown,Average
2275,Bhoot Bhaijaan,2018.0,105.0,Unknown,6.0,55.0,Habieb Naseer,Hamed Kamal,Adnan Sajid Khan,Aziz Naser,Average
2276,Bhoot Bhungla,1997.0,131.0,Comedy,3.8,13.0,Aziz Sejawal,Govinda,Shakti Kapoor,Kader Khan,Below_average
2277,Bhoot Bungla,1965.0,145.0,"Comedy, Horror, Mystery",6.5,106.0,Mehmood,Mehmood,Tanuja,Nasir Hussain,Average
2278,Bhoot Hi Bhoot,2000.0,101.0,Horror,6.0,55.0,Ashish,Imran,Reshama,Sajid,Average
2279,Bhoot Junction,2018.0,131.0,Horror,6.0,55.0,Niranjan Kumar Sharma,Raj,Unknown,Unknown,Average
2280,Bhoot Ka Darr,1999.0,85.0,Horror,4.0,9.0,S. Gawli,Sapna Sappu,Junior Amitabh Bachchan,Jyoti Rana,Hit
2281,Bhoot Ka Pyar,2005.0,131.0,Drama,6.0,55.0,Shabbir Khan,Unknown,Unknown,Unknown,Average
2282,Bhoot Ke Peeche Bhoot,2003.0,131.0,Horror,3.4,8.0,Kishan Shah,Hemant Birje,Pinky Chinoy,Mohan Joshi,Below_average
2283,Bhoot Mahal,2004.0,131.0,Horror,6.0,55.0,Kishan Shah,Ramesh Goyal,Satnam Kaur,Ali Khan,Average
2284,Bhoot Mera Saathi,1974.0,131.0,Horror,6.0,55.0,Raj Babu,Jaggayya,Vijaya Nirmala,Unknown,Average
2285,Bhoot police,2021.0,131.0,Comedy,6.0,55.0,Pavan Kripalani,Yami Gautam,Saif Ali Khan,Jacqueline Fernandez,Average
2286,Bhoot Raaj,2000.0,131.0,Horror,3.2,8.0,Poonam Dasgupta,Prithvi,Satnam Kaur,Shakti Kapoor,Below_average
2287,Bhoot Returns,2012.0,85.0,"Horror, Mystery, Thriller",2.5,513.0,Ram Gopal Varma,J.D. Chakravarthi,Madhu Shalini,Alayana Sharma,Below_average
2288,Bhoot Unkle,,105.0,"Family, Fantasy",6.0,55.0,Mukesh Saigal,Jackie Shroff,Akhilendra Mishra,Dev K. Kantawall,Average
2289,Bhoot: Part One - The Haunted Ship,2020.0,114.0,"Horror, Mystery, Thriller",5.4,4236.0,Bhanu Pratap Singh,Vicky Kaushal,Ashutosh Rana,Meher Vij,Average
2290,Bhootaha,2020.0,100.0,Horror,6.0,55.0,Rupesh Kumar Singh,Jyoti Tripathi,Unknown,Unknown,Average
2291,Bhooth Haveli,2000.0,131.0,Horror,6.0,55.0,Indrajit,Lailasree,Ram Mohan,Unknown,Average
2292,Bhoothnath Returns,2014.0,155.0,"Comedy, Drama, Fantasy",6.6,5030.0,Nitesh Tiwari,Amitabh Bachchan,Boman Irani,Parth Bhalerao,Average
2293,Bhootiyapa,2019.0,131.0,"Comedy, Horror",6.0,55.0,Manoj Sharma,Krishna Abhishek,Mithun Chakraborty,Tanaji Galgunde,Average
2294,Bhootnath,2008.0,150.0,"Comedy, Drama, Family",6.3,8460.0,Vivek Sharma,Amitabh Bachchan,Juhi Chawla,Satish Shah,Average
2295,Bhootnath,1963.0,129.0,Adventure,6.5,60.0,Nanabhai Bhatt,Mohan Choti,Vijaya Choudhury,Rajan Haksar,Average
2296,Bhootni,2000.0,131.0,Horror,2.4,5.0,Israr Ahmed,Kiran Kumar,Johnny Lever,Raza Murad,Below_average
2297,Bhooton Ka Honeymoon,2001.0,131.0,Horror,6.0,55.0,Shaheen Khan,Mac Mohan,Pramod Moutho,Raza Murad,Average
2298,Bhooton Ka Mahal,2000.0,131.0,Horror,6.0,55.0,Ambika,Anuradha,Karthik,Unknown,Average
2299,Bhootwali Love Story,2018.0,109.0,Comedy,6.0,55.0,Shantanu Anant Tambe,Tushar Acharya,Kanchan Awasthi,Laxman Dawbhat,Average
2300,Bhopal Express,1999.0,100.0,Drama,7.1,367.0,Mahesh Mathai,Kay Kay Menon,Nethra Raghuraman,Zeenat Aman,Hit
2301,Bhopal: A Prayer for Rain,2014.0,96.0,Drama,7.2,1968.0,Ravi Kumar,Martin Sheen,Mischa Barton,Kal Penn,Hit
2302,Bhopali,2011.0,89.0,"Documentary, History, News",8.0,58.0,Van Maximilian Carlson,Saiba Babu,Salam Babu,Rashida Bee,Hit
2303,Bhor: Dawn,2018.0,93.0,Drama,7.8,147.0,Kamakhya Narayan Singh,Devesh Ranjan,Saveree Gaur,Nalneesh Neel,Hit
2304,Bhouri,2016.0,140.0,Drama,6.7,403.0,Jasbir Bijender Bhati,Raghuvir Yadav,Masha Pour,Kunickaa Sadanand,Average
2305,Bhram: An Illusion,2008.0,131.0,"Drama, Mystery, Romance",4.0,113.0,Pavan Kaul,Dino Morea,Milind Soman,Sheetal Menon,Hit
2306,Bhrashtachar,1989.0,153.0,"Action, Crime, Drama",4.6,119.0,Ramesh Sippy,Rekha,Mithun Chakraborty,Anupam Kher,Average
2307,Bhu Mafia,2018.0,131.0,Drama,6.0,55.0,Sanjay Srivastav,Ramesh Yadav,Devdutt Budholiya,Mohini Gupta,Average
2308,Bhuchaal,1993.0,131.0,Action,6.0,55.0,Rakesh Kashyap,Puneet Issar,Bharat Kapoor,Daboo Malik,Average
2309,Bhuddah Hoga Tera Baap,2011.0,114.0,"Action, Comedy, Crime",5.6,2782.0,Puri Jagannadh,Amitabh Bachchan,Hema Malini,Sonu Sood,Average
2310,Bhuj: The Pride of India,2021.0,131.0,"Action, Drama, History",6.0,55.0,Abhishek Dudhaiya,Sharad Kelkar,Ajay Devgn,Parineeti Chopra,Average
2311,Bhula Na Dena,1981.0,131.0,"Drama, Family",6.0,55.0,Harsh Kohli,Kaajal Kiran,Helen,Sujit Kumar,Average
2312,Bhulaye Na Bane,1985.0,131.0,Romance,6.0,55.0,Virendra Sharma,Madan Jain,Natasha Sinha,Unknown,Average
2313,Bhule Bhatke,1952.0,131.0,"Comedy, Fantasy",6.0,55.0,Brij,Brijmohan,Master Bhagwan,Baburao Pahelwan,Average
2314,Bhumi,2016.0,120.0,Drama,6.0,55.0,Mohd Feroz Qureshi,Adeeth Bhandarre,Mantosh Kumar,Esha Pathak,Average
2315,Bhumika,1977.0,142.0,Drama,7.4,585.0,Shyam Benegal,Smita Patil,Anant Nag,Naseeruddin Shah,Hit
2316,Bhunsaara,2010.0,77.0,"Drama, Romance",6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
2317,Bhutio Mahal,1932.0,131.0,Unknown,6.0,55.0,Jayant Desai,Keki Adajania,Dinshaw Bilimoria,Dixit,Average
2318,Bhuvan Shome,1969.0,96.0,"Comedy, Drama",7.5,400.0,Mrinal Sen,Utpal Dutt,Suhasini Mulay,Shekhar Chatterjee,Hit
2319,Bichar,1943.0,131.0,Drama,6.0,55.0,Nitin Bose,Maya Banerjee,Dilip Bose,Leela Desai,Average
2320,Bichchade Balam,1948.0,131.0,Unknown,6.0,55.0,Manibhai Vyas,Khurshid Jr.,Anjum,Meena Kumari,Average
2321,Bichhoo,2000.0,160.0,"Action, Crime, Drama",5.0,2807.0,Guddu Dhanoa,Bobby Deol,Rani Mukerji,Ashish Vidyarthi,Average
2322,Bidaai,1974.0,144.0,"Drama, Musical, Romance",6.5,54.0,L.V. Prasad,Jeetendra,Leena Chandavarkar,Durga Khote,Average
2323,Bidi Bakda,2021.0,131.0,Drama,6.0,55.0,Gajendra Ahire,Seema Biswas,Eshika Dey,Govind Namdeo,Average
2324,Bidrohi,1935.0,131.0,Unknown,6.0,55.0,Dhirendranath Ganguly,Ahindra Choudhury,Jyotsna Gupta,Indubala,Average
2325,Bidyapati,1937.0,141.0,Drama,7.0,23.0,Debaki Bose,Pahadi Sanyal,Durgadas Bannerjee,Chhayadevi,Hit
2326,Big Brother,2007.0,128.0,"Action, Crime, Drama",3.8,781.0,Guddu Dhanoa,Sunny Deol,Priyanka Chopra Jonas,Vikas Anand,Below_average
2327,Bigde Dil,1949.0,131.0,Unknown,6.0,55.0,A.M. Khan,Master Bhagwan,Unknown,Unknown,Average
2328,Bihar Ke Darshaniya Sthan,1955.0,131.0,Documentary,6.0,55.0,Ritwik Ghatak,Unknown,Unknown,Unknown,Average
2329,Biharflood Madad Ek Sahyog,2017.0,131.0,Documentary,6.0,55.0,Manis Gupta,Ranjan Mistry,Unknown,Unknown,Average
2330,Bihari Gunda,1987.0,131.0,Action,5.0,6.0,S.P. Muthuraman,Raghuvaran,Rajinikanth,Roobini,Average
2331,Biharism,2013.0,131.0,Drama,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
2332,Bijili Aur Toofan,1988.0,131.0,Action,6.0,55.0,Sadashiv Amrapurkar,Hemant Birje,Sonika Gill,Satish Kaul,Average
2333,Bijlee,2000.0,116.0,Action,6.0,55.0,Ramesh U. Lakhiani,Kiran Kumar,Deepak Shirke,Shehzad Khan,Average
2334,Bijlee Aur Badal,1991.0,131.0,Action,6.0,55.0,Rakesh Bedi,Sunil Dhawan,Goga Kapoor,Shakti Kapoor,Average
2335,Bijli,1939.0,131.0,Unknown,6.0,55.0,Balwant Bhatt,Gulab,Pramila,Unknown,Average
2336,Bijli,1972.0,131.0,Drama,6.0,55.0,Rajan Haksar,Dinesh Hingoo,Hiralal,Dheeraj Kumar,Average
2337,Bijli Chamke Jamna Paar,1962.0,131.0,"Action, Drama",6.0,55.0,Jaswant Jhaveri,Dhumal,Paidi Jairaj,Raj Kishore,Average
2338,Bijuka,2012.0,74.0,Drama,6.4,22.0,Ashtar Sayed,Arti Rautela,Amit Purohit,Janardhan Mishra,Average
2339,Bikhare Moti,1971.0,131.0,"Action, Drama, Romance",3.6,13.0,Tapi Chanakya,Jeetendra,Babita Kapoor,Sujit Kumar,Below_average
2340,Bikhare Moti,1935.0,131.0,Unknown,6.0,55.0,Kamlabai Gokhale,Unknown,Unknown,Unknown,Average
2341,Bikhare Moti,1951.0,131.0,Unknown,6.0,55.0,S.M. Yusuf,Jayant,Jeevan,Kamini Kaushal,Average
2342,Bikroo Kanpur Gangster,2021.0,131.0,Crime,6.0,55.0,Neeraj Singh,Shraddha Srivastava,Nimai Bali,Anil Rastogi,Average
2343,Bilal,2008.0,92.0,Documentary,7.1,36.0,Sourav Sarangi,Unknown,Unknown,Unknown,Hit
2344,Billa,1989.0,131.0,"Action, Comedy, Crime",6.6,19.0,Raja,Jai Ganesh,Goundamani,Jaishankar,Average
2345,Billa No. 786,2000.0,140.0,Action,4.4,34.0,Imran Khalid,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,Average
2346,Billa Ranga,1982.0,113.0,"Action, Crime, Family",7.5,53.0,K.S.R. Das,Chiranjeevi,Mohan Babu,Radhika Sarathkumar,Hit
2347,Billa Ranga Baashaa,,131.0,"Action, Adventure, Fantasy",6.0,55.0,Anup Bhandari,Sudeep,Unknown,Unknown,Average
2348,Billi,1938.0,131.0,Unknown,6.0,55.0,Jayant Desai,Unknown,Unknown,Unknown,Average
2349,Billi,1949.0,131.0,Action,6.0,55.0,Nari Ghadiali,Fearless Nadia,John Cawas,Vitha,Average
2350,Billi: The Wild Cat,2006.0,131.0,Crime,6.0,55.0,Tilak,Mamta Chauhan,Arun Verma,Tina Sequeira,Average
2351,Billoo Baadshah,1989.0,148.0,"Action, Crime, Drama",4.5,41.0,Sisir Misra,Shatrughan Sinha,Anita Raj,Govinda,Average
2352,Billu,2009.0,137.0,"Comedy, Drama",6.2,11078.0,Priyadarshan,Irrfan Khan,Lara Dutta,Om Puri,Average
2353,Billu Ustaad,2018.0,138.0,Drama,6.9,26.0,Suvahhdan Angre,Neel Bakshi,Sneha Arun,Abhishek Bardia,Average
2354,Bilwamangal,1954.0,131.0,"Drama, Fantasy",6.0,55.0,D.N. Madhok,Ulhas,Suraiya,Asha Mathur,Average
2355,Bilwamangal,1932.0,131.0,Unknown,6.0,55.0,Patience Cooper,Mohammad Isaq,Abdul Rehman Kabuli,Jehanara Kajjan,Average
2356,Bin Baap Ka Beta,1979.0,131.0,Comedy,6.0,55.0,Master Bhagwan,Birbal,Mohan Choti,Dhumal,Average
2357,Bin Badal Barsaat,1963.0,154.0,"Drama, Musical, Mystery",5.7,31.0,Jyoti Swaroop,Asha Parekh,Biswajit Chatterjee,Nishi,Average
2358,Bin Bulaye Baraati,2011.0,133.0,"Action, Comedy, Crime",3.8,255.0,Chandrakant Singh,Naushaad Abbas,Rati Agnihotri,Shweta Bhardwaj,Below_average
2359,Bin Maa Ke Bachche,1980.0,131.0,Drama,6.0,17.0,Satyen Bose,Bindu,Leela Chitnis,Raju Desai,Average
2360,Bin Phere Free Me Tere,2013.0,131.0,Comedy,4.5,22.0,Manoj Sharma,Ashrita Agarwal,Arsh Deol,Manoj Joshi,Average
2361,Bin Phere Hum Tere,1979.0,131.0,"Drama, Family",6.7,25.0,Rajat Rakshit,Asha Parekh,Vinod Mehra,Sarika,Average
2362,Bindhaast,1999.0,131.0,"Adventure, Mystery, Thriller",7.0,148.0,Chandrakant Kulkarni,Gautami Kapoor,Sharvari Jamenis,Reema Lagoo,Hit
2363,Bindiya,1946.0,131.0,Unknown,6.0,55.0,Chimanlal Luhar,Leela Mishra,Ragni,Kamal Zamindar,Average
2364,Bindiya,1955.0,131.0,"Drama, Family",6.0,55.0,Shamim Bhagat,Shekhar,Sulochana Latkar,Kumkum,Average
2365,Bindiya,1978.0,131.0,Romance,6.0,55.0,Unknown,Unknown,Unknown,Unknown,Average
2366,Bindiya Aur Bandook,1972.0,131.0,Action,2.8,10.0,Shibu Mitra,Kiran Kumar,Asha Sachdev,Laxmi Chhaya,Below_average
2367,Bindiya Aur Bandook Part II,2003.0,139.0,Action,6.0,55.0,Joginder Shelly,Poonam Dasgupta,Dinesh Hingoo,Mohan Joshi,Average
2368,Bindiya Chamkegi,1984.0,139.0,"Comedy, Family",5.1,18.0,Tarun Dutt,Rekha,Vinod Mehra,Johnny Walker,Average
2369,Bindiya Mange Bandook,2001.0,115.0,Action,3.9,8.0,Sanju K. Gupta,Joginder Shelly,Pinky Chinoy,Mohan Joshi,Below_average
2370,Bindya,1960.0,131.0,Drama,5.7,12.0,R. Krishnan,S. Panju,Padmini,Balraj Sahni,Average
2371,Bioscopewala,2017.0,91.0,Drama,7.6,882.0,Deb Medhekar,Danny Denzongpa,Geetanjali Thapa,Adil Hussain,Hit
2372,Bipasha: The Black Beauty,2006.0,131.0,Thriller,6.0,55.0,Shailendra Singh Rajput,Needhi Gill,Razak Khan,Veer Lalwani,Average
2373,Biradari,1966.0,139.0,Drama,5.9,33.0,Ram Kamlani,Shashi Kapoor,Faryal,Pran,Average
2374,Biraj Bahu,1954.0,145.0,Drama,6.2,51.0,Bimal Roy,Kamini Kaushal,Abhi Bhattacharya,Shakuntala,Average
2375,Birbal Ki Beti,1935.0,131.0,Unknown,6.0,55.0,Nanubhai Vakil,Zubeida,Hadi,Gulab,Average
2376,Birbal My Brother,1973.0,105.0,Drama,6.0,55.0,Rajat Bapat,Satish Dubhashi,Lilian,Gulab Mokasi,Average
2377,Bird Idol,2010.0,100.0,Animation,4.3,7.0,Jyotin Goel,Unknown,Unknown,Unknown,Average
2378,Birha,2018.0,81.0,Documentary,6.0,55.0,Ekta Mittal,Unknown,Unknown,Unknown,Average
2379,Birha Ki Raat,1950.0,131.0,"Drama, Romance",7.1,15.0,Gajanan Jagirdar,Dev Anand,Nargis,Unknown,Hit
2380,Birhan,1948.0,131.0,Unknown,6.0,55.0,Cuckoo,Shanti Modak,Begum Parveen,Pran,Average
2381,Birjoo,1993.0,131.0,Action,6.0,55.0,Qamar Narvi,Beena Banerjee,Kanchan,Raj Kiran,Average
2382,Birju Maharaj,1972.0,131.0,Documentary,6.0,55.0,Chidananda Das Gupta,Unknown,Unknown,Unknown,Average
2383,Birju Ustad,1964.0,131.0,Action,6.0,55.0,Ajit,Chandrashekhar,Vijaya Choudhury,Sheikh Mukhtar,Average
2384,Birsa Munda - The black Iron Man,2004.0,120.0,History,6.0,55.0,Rajesh Mittal,Biswajit Chatterjee,Ali Khan,Anil Nagrath,Average
2385,Birthday,1965.0,131.0,Unknown,6.0,55.0,Phani Majumdar,Unknown,Unknown,Unknown,Average
2386,Bishwa,2020.0,131.0,Drama,6.0,55.0,Anuj Tyagi,Vinay Pathak,Usha Jadhav,Sharib Hashmi,Average
2387,Bismil Ki Arzoo,1937.0,131.0,Unknown,6.0,55.0,B.S. Hijle,Sardar Akhtar,Nurjahan,Unknown,Average
2388,Bismillah Ki Barkat,1983.0,131.0,Drama,5.8,5.0,K Sharif,Tariq,Sona Mastan Mirza,Meena T.,Average
2389,Bistar,1986.0,127.0,Drama,6.0,55.0,Arun Govil,Jankidas,Mehmood Jr.,Yunus Parvez,Average
2390,Bistar,2001.0,131.0,Thriller,6.0,55.0,Kishan Shah,Birbal,Hemant Birje,Poonam Dasgupta,Average
2391,Bisvi Sadi,1945.0,131.0,Unknown,6.0,55.0,Mohan Dayaram Bhavnani,Motilal,Nargis,Mazhar Khan,Average
2392,Bitch,2017.0,82.0,"Adventure, Comedy, Drama",5.5,11.0,Csaba Bene Perlenberg,Amanda Ooms,Lars-Erik Berenett,Anders Granström,Average
2393,Bitiya Sada Suhaghan Rah,2014.0,131.0,Family,6.0,55.0,Kritn Ajitesh,Unknown,Unknown,Unknown,Average
2394,Bitter Chestnut,2019.0,100.0,Drama,7.1,27.0,Gurvinder Singh,Bhankheri Devi,Rani Devi,Gopi Katwal,Hit
2395,Bittoo Boss,2012.0,116.0,Romance,4.1,365.0,Supavitra Babul,Pulkit Samrat,Rajesh Bakshi,Ujjwal Chopra,Average
